batch;screenshot_id;side;slot;metric;v1_value;v2_value;validated_value;truth_label;calibrated;predicted_value;predicted_label;calibration_rule;correct
hero_batch_004;35266;R;2;healing;8297764;297764;8297764;V1;1;8297764;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35266;L;4;power;174282;17428;174282;V1;1;174282;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;35275;L;1;damage_dealt;2777510;37775163;3777510;NEITHER;0;;;;0
hero_batch_004;35275;R;1;power;181058;81058;181058;V1;0;;;;0
hero_batch_004;35275;R;1;damage_dealt;91854281;18542810;1854281;NEITHER;0;;;;0
hero_batch_004;35275;R;1;damage_taken;536640;53664033;536649;NEITHER;0;;;;0
hero_batch_004;35335;R;1;damage_dealt;2289030;2280030;2289030;V1;0;;;;0
hero_batch_004;35335;L;5;damage_taken;495450570;5430370;3456376;NEITHER;0;;;;0
hero_batch_004;35335;R;5;damage_taken;411045;11943;411543;NEITHER;0;;;;0
hero_batch_004;35427;R;3;damage_dealt;67138;57138;67138;V1;1;67138;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35432;L;2;damage_dealt;5242345;524234;524234;V2;1;524234;V2;V2_V1_TRAILING_NOISE;1
hero_batch_004;35432;R;4;damage_dealt;3021;30213;3021;V1;0;;;;0
hero_batch_004;35432;R;4;damage_taken;505101;5051013;505101;V1;1;505101;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35432;L;5;healing;3090421;53090422;309042;NEITHER;0;;;;0
hero_batch_004;35432;R;5;damage_dealt;9195;2195;2425;NEITHER;0;;;;0
hero_batch_004;35447;L;2;power;192489;192480;192489;V1;1;192489;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;35447;R;2;damage_dealt;978096;9780961;978096;V1;1;978096;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;35447;R;3;damage_dealt;617803;17803;617803;V1;1;617803;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;35447;R;3;damage_taken;852892;52892;852892;V1;1;852892;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35463;L;4;damage_taken;290413;29041;296475;NEITHER;0;;;;0
hero_batch_004;35463;L;5;damage_dealt;4009;400;64009;NEITHER;0;;;;0
hero_batch_004;35463;L;5;damage_taken;2194104;194104;194134;NEITHER;0;;;;0
hero_batch_004;35463;L;5;healing;1040;1010;610703;NEITHER;0;;;;0
hero_batch_004;35463;R;5;damage_dealt;5902;590;3963;NEITHER;0;;;;0
hero_batch_004;35582;L;2;power;166932;16693;166932;V1;1;166932;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35764;L;3;power;184259;184250;184259;V1;1;184259;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35764;L;5;damage_dealt;40562;340562;40562;V1;1;40562;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35792;R;2;damage_dealt;1089001;89001;1089001;V1;1;1089001;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;35792;R;2;healing;0;1;0;V1;1;0;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35792;L;5;damage_dealt;8549;854;8549;V1;1;8549;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35792;R;5;damage_taken;636940;36940;636940;V1;1;636940;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;35915;R;4;damage_dealt;660415;60415;660415;V1;1;660415;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_004;35963;R;1;damage_dealt;1284854;32848543;1284854;V1;1;1284854;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_004;35963;L;2;damage_dealt;1601319;1601312;1601319;V1;1;1601319;V1;V1_ORIGINAL_VERY_HIGH;1
hero_batch_004;36311;L;1;power;106502;10650;196502;NEITHER;0;;;;0
hero_batch_004;36311;L;1;damage_dealt;488754033;48875403;4887540;NEITHER;0;;;;0
hero_batch_004;36311;L;1;damage_taken;70111203;70111207;7011120;NEITHER;0;;;;0
hero_batch_004;36311;R;1;damage_dealt;315304675;;15304675;NEITHER;0;;;;0
hero_batch_004;36311;R;2;damage_dealt;9733976;7339763;733976;NEITHER;0;;;;0
hero_batch_004;36311;R;3;damage_taken;4697208;46972080;4697208;V1;1;4697208;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;36414;R;2;damage_dealt;65855;5855;65855;V1;1;65855;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;36414;R;4;damage_dealt;6461;5461;6461;V1;1;6461;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_004;36590;R;1;damage_dealt;6682028;5682028;6682028;V1;1;6682028;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;36590;R;1;damage_taken;642705;42705;642705;V1;0;;;;0
hero_batch_004;36590;R;1;healing;0;1;0;V1;1;0;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;36590;R;2;healing;0;1;0;V1;1;0;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;36590;R;4;damage_taken;600440;440;600440;V1;1;600440;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;36859;L;1;damage_dealt;3153284;153284;3153284;V1;1;3153284;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;36859;R;1;damage_dealt;5849249;584924;5849249;V1;1;5849249;V1;V1_CENTER_VARIANT_SUPPORTED;1
hero_batch_004;36859;L;3;damage_taken;2479046;479046;2479046;V1;1;2479046;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;36859;L;3;healing;5637523;637523;5637523;V1;1;5637523;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;36859;R;3;damage_taken;2601317;2601313;2601317;V1;1;2601317;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;36859;L;4;damage_taken;3031686;31686;3031686;V1;1;3031686;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;36864;L;1;damage_dealt;1823894;823894;1823894;V1;1;1823894;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;36864;L;2;damage_dealt;1137610;137610;1137610;V1;1;1137610;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;36965;L;5;power;145142;14514;145142;V1;0;;;;0
hero_batch_004;37568;R;2;damage_taken;849083;49083;849083;V1;1;849083;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;37568;R;3;damage_dealt;67852;7852;67852;V1;1;67852;V1;V1_V2_LOST_LEADING_DIGITS;1
hero_batch_004;37568;R;4;damage_dealt;60615;50615;60615;V1;1;60615;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37568;R;4;damage_taken;6711071;711071;6711071;V1;1;6711071;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37568;R;5;damage_taken;649851;49851;649851;V1;1;649851;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;37625;R;1;power;99340;92340;223440;NEITHER;0;;;;0
hero_batch_004;37625;R;1;damage_dealt;755976;7559762;755976;V1;0;;;;0
hero_batch_004;37625;L;2;damage_dealt;12469363;1246936;1246936;V2;0;;;;0
hero_batch_004;37625;R;2;damage_dealt;728633;72863333;728633;V1;1;728633;V1;V1_V2_LOW_CONFIDENCE;1
hero_batch_004;37625;R;3;damage_dealt;345476;53454763;345476;V1;1;345476;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_004;37625;L;4;damage_dealt;47726;247726;47726;V1;1;47726;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_004;37625;R;4;damage_dealt;159717;21597173;159717;V1;1;159717;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_004;37653;R;1;power;190120;199120;199120;V2;0;;;;0
hero_batch_004;37653;L;3;power;194239;19423;194239;V1;1;194239;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;37670;R;1;damage_dealt;1901919;19019190;1901919;V1;1;1901919;V1;V1_CENTER_VARIANT_SUPPORTED;1
hero_batch_004;37670;R;3;damage_taken;1066487;66487;1066487;V1;1;1066487;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37685;L;1;power;264528;26459;264528;V1;0;;;;0
hero_batch_004;37685;L;1;damage_dealt;588427531;58842773;5884275;NEITHER;0;;;;0
hero_batch_004;37685;L;3;power;221822;22182;221822;V1;1;221822;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;37685;R;4;damage_taken;6698630;698630;6698630;V1;1;6698630;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37688;R;2;damage_dealt;684862;84862;684862;V1;1;684862;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;37697;L;4;damage_taken;1469434;1409434;1469434;V1;0;;;;0
hero_batch_004;37697;R;4;power;251524;257524;257524;V2;0;;;;0
hero_batch_004;37697;L;5;power;1003;21000;215603;NEITHER;0;;;;0
hero_batch_004;37697;L;5;damage_dealt;50514;33514;35314;NEITHER;0;;;;0
hero_batch_004;37697;R;5;power;230800;276000;258860;NEITHER;0;;;;0
hero_batch_004;37697;R;5;damage_taken;2204500;2203450;2265436;NEITHER;0;;;;0
hero_batch_004;37813;L;2;power;204232;20423;204232;V1;1;204232;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37813;R;2;damage_dealt;665257;65257;665257;V1;1;665257;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37959;L;5;power;173139;173130;173139;V1;1;173139;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;37971;R;2;damage_dealt;646364;46364;646364;V1;1;646364;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37971;R;4;damage_taken;606931;6931;606931;V1;1;606931;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37971;R;5;healing;819706;19706;819706;V1;1;819706;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;37973;R;1;damage_dealt;6166274;166274;6166274;V1;1;6166274;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37973;R;2;damage_taken;870067;70067;870067;V1;1;870067;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37973;R;2;healing;616924;16924;616924;V1;1;616924;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;37979;L;1;power;229014;220014;229014;V1;1;229014;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;38001;L;2;damage_dealt;1123829;112382;1123829;V1;1;1123829;V1;V1_DAMAGE_ORIGINAL_HIGH;1
hero_batch_004;38001;R;3;damage_dealt;8876;3876;8876;V1;1;8876;V1;V1_STRONG_ATTEMPT;1
hero_batch_004;38001;L;5;power;188229;18822;188229;V1;1;188229;V1;V1_DUAL_CONFIDENCE;1
hero_batch_004;38132;L;1;power;171129;171120;171129;V1;1;171129;V1;V1_STRONG_ATTEMPT;1
