avatar_file;hero_uid;appearance_id;status;source_path;destination_path;details
25278_Screenshot_20260209_191952_Hero_Wars__R1.png;HW_HERO_0058;cornelius__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/25278_Screenshot_20260209_191952_Hero_Wars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/25278_Screenshot_20260209_191952_Hero_Wars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/25278_Screenshot_20260209_191952_Hero_Wars__R1.png;data/crops/hero/avatars_inner/25278_Screenshot_20260209_191952_Hero_Wars__R1.png;
25450_Screenshot_20260220_190543_Hero_Wars__L2.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/25450_Screenshot_20260220_190543_Hero_Wars__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/25450_Screenshot_20260220_190543_Hero_Wars__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/25450_Screenshot_20260220_190543_Hero_Wars__L2.png;data/crops/hero/avatars_inner/25450_Screenshot_20260220_190543_Hero_Wars__L2.png;
25470_IMG_3791__L2.png;HW_HERO_0061;lara_croft__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/25470_IMG_3791__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/25470_IMG_3791__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/25470_IMG_3791__L2.png;data/crops/hero/avatars_inner/25470_IMG_3791__L2.png;
25470_IMG_3791__L4.png;HW_HERO_0023;juge__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/25470_IMG_3791__L4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/25470_IMG_3791__L4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/25470_IMG_3791__L4.png;data/crops/hero/avatars_inner/25470_IMG_3791__L4.png;
25470_IMG_3791__R1.png;HW_HERO_0057;drayne__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/25470_IMG_3791__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/25470_IMG_3791__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/25470_IMG_3791__R1.png;data/crops/hero/avatars_inner/25470_IMG_3791__R1.png;
25507_Screenshot_20260225_152852_Hero_Wars__L1.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/25507_Screenshot_20260225_152852_Hero_Wars__L1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/25507_Screenshot_20260225_152852_Hero_Wars__L1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/25507_Screenshot_20260225_152852_Hero_Wars__L1.png;data/crops/hero/avatars_inner/25507_Screenshot_20260225_152852_Hero_Wars__L1.png;
25507_Screenshot_20260225_152852_Hero_Wars__R5.png;HW_HERO_0054;amira__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/25507_Screenshot_20260225_152852_Hero_Wars__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/25507_Screenshot_20260225_152852_Hero_Wars__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/25507_Screenshot_20260225_152852_Hero_Wars__R5.png;data/crops/hero/avatars_inner/25507_Screenshot_20260225_152852_Hero_Wars__R5.png;
26186_Screenshot_20260202_095838_Hero_Wars__R1.png;HW_HERO_0066;faceless__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/26186_Screenshot_20260202_095838_Hero_Wars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/26186_Screenshot_20260202_095838_Hero_Wars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/26186_Screenshot_20260202_095838_Hero_Wars__R1.png;data/crops/hero/avatars_inner/26186_Screenshot_20260202_095838_Hero_Wars__R1.png;
26315_Screenshot_2026-02-28-00-11-23-143_com.nexters.herowars__L2.png;HW_HERO_0058;cornelius__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/26315_Screenshot_2026-02-28-00-11-23-143_com.nexters.herowars__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/26315_Screenshot_2026-02-28-00-11-23-143_com.nexters.herowars__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/26315_Screenshot_2026-02-28-00-11-23-143_com.nexters.herowars__L2.png;data/crops/hero/avatars_inner/26315_Screenshot_2026-02-28-00-11-23-143_com.nexters.herowars__L2.png;
26360_Screenshot_20260213-072648__R2.png;HW_HERO_0073;lars__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/26360_Screenshot_20260213-072648__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/26360_Screenshot_20260213-072648__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/26360_Screenshot_20260213-072648__R2.png;data/crops/hero/avatars_inner/26360_Screenshot_20260213-072648__R2.png;
26360_Screenshot_20260213-072648__R4.png;HW_HERO_0072;krista__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/26360_Screenshot_20260213-072648__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/26360_Screenshot_20260213-072648__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/26360_Screenshot_20260213-072648__R4.png;data/crops/hero/avatars_inner/26360_Screenshot_20260213-072648__R4.png;
26876_Screenshot_20260305_235000_Hero_Wars__L3.png;HW_HERO_0063;alvanor__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/26876_Screenshot_20260305_235000_Hero_Wars__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/26876_Screenshot_20260305_235000_Hero_Wars__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/26876_Screenshot_20260305_235000_Hero_Wars__L3.png;data/crops/hero/avatars_inner/26876_Screenshot_20260305_235000_Hero_Wars__L3.png;
27024_Screenshot_20260308_124143_Hero_Wars__L5.png;HW_HERO_0023;juge__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/27024_Screenshot_20260308_124143_Hero_Wars__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/27024_Screenshot_20260308_124143_Hero_Wars__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/27024_Screenshot_20260308_124143_Hero_Wars__L5.png;data/crops/hero/avatars_inner/27024_Screenshot_20260308_124143_Hero_Wars__L5.png;
27024_Screenshot_20260308_124143_Hero_Wars__R4.png;HW_HERO_0015;galaad__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/27024_Screenshot_20260308_124143_Hero_Wars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/27024_Screenshot_20260308_124143_Hero_Wars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/27024_Screenshot_20260308_124143_Hero_Wars__R4.png;data/crops/hero/avatars_inner/27024_Screenshot_20260308_124143_Hero_Wars__R4.png;
27337_Screenshot_20260309_020952_Hero_Wars__L2.png;HW_HERO_0064;helios__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/27337_Screenshot_20260309_020952_Hero_Wars__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/27337_Screenshot_20260309_020952_Hero_Wars__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/27337_Screenshot_20260309_020952_Hero_Wars__L2.png;data/crops/hero/avatars_inner/27337_Screenshot_20260309_020952_Hero_Wars__L2.png;
27591_Screenshot_20260316_212051_Hero_Wars__L5.png;HW_HERO_0041;phobos__appearance_02;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/27591_Screenshot_20260316_212051_Hero_Wars__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/27591_Screenshot_20260316_212051_Hero_Wars__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/27591_Screenshot_20260316_212051_Hero_Wars__L5.png;data/crops/hero/avatars_inner/27591_Screenshot_20260316_212051_Hero_Wars__L5.png;
27682_IMG_0872__R1.png;HW_HERO_0059;artemis__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/27682_IMG_0872__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/27682_IMG_0872__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/27682_IMG_0872__R1.png;data/crops/hero/avatars_inner/27682_IMG_0872__R1.png;
27763_IMG_4114__L3.png;HW_HERO_0068;astrid_and_lucas__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/27763_IMG_4114__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/27763_IMG_4114__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/27763_IMG_4114__L3.png;data/crops/hero/avatars_inner/27763_IMG_4114__L3.png;
27763_IMG_4114__R3.png;HW_HERO_0060;cleaver__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/27763_IMG_4114__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/27763_IMG_4114__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/27763_IMG_4114__R3.png;data/crops/hero/avatars_inner/27763_IMG_4114__R3.png;
28019_Screenshot_20260318-061104__L3.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/28019_Screenshot_20260318-061104__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/28019_Screenshot_20260318-061104__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/28019_Screenshot_20260318-061104__L3.png;data/crops/hero/avatars_inner/28019_Screenshot_20260318-061104__L3.png;
28116_IMG_4138__L5.png;HW_HERO_0063;alvanor__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/28116_IMG_4138__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/28116_IMG_4138__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/28116_IMG_4138__L5.png;data/crops/hero/avatars_inner/28116_IMG_4138__L5.png;
28116_IMG_4138__R3.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/28116_IMG_4138__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/28116_IMG_4138__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/28116_IMG_4138__R3.png;data/crops/hero/avatars_inner/28116_IMG_4138__R3.png;
28116_IMG_4138__R4.png;HW_HERO_0059;artemis__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/28116_IMG_4138__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/28116_IMG_4138__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/28116_IMG_4138__R4.png;data/crops/hero/avatars_inner/28116_IMG_4138__R4.png;
28134_IMG_0993__L5.png;HW_HERO_0054;amira__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/28134_IMG_0993__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/28134_IMG_0993__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/28134_IMG_0993__L5.png;data/crops/hero/avatars_inner/28134_IMG_0993__L5.png;
28207_Screenshot_20260322_235622_Hero_Wars__R2.png;HW_HERO_0067;arachne__appearance_02;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/28207_Screenshot_20260322_235622_Hero_Wars__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/28207_Screenshot_20260322_235622_Hero_Wars__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/28207_Screenshot_20260322_235622_Hero_Wars__R2.png;data/crops/hero/avatars_inner/28207_Screenshot_20260322_235622_Hero_Wars__R2.png;
28434_Screenshot_20260326_192112_Hero_Wars__L4.png;HW_HERO_0054;amira__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/28434_Screenshot_20260326_192112_Hero_Wars__L4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/28434_Screenshot_20260326_192112_Hero_Wars__L4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/28434_Screenshot_20260326_192112_Hero_Wars__L4.png;data/crops/hero/avatars_inner/28434_Screenshot_20260326_192112_Hero_Wars__L4.png;
28473_Screenshot_20260331_142923_Hero_Wars__R2.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/28473_Screenshot_20260331_142923_Hero_Wars__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/28473_Screenshot_20260331_142923_Hero_Wars__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/28473_Screenshot_20260331_142923_Hero_Wars__R2.png;data/crops/hero/avatars_inner/28473_Screenshot_20260331_142923_Hero_Wars__R2.png;
29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__L1.png;HW_HERO_0070;heidi__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__L1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__L1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__L1.png;data/crops/hero/avatars_inner/29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__L1.png;
29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__R4.png;HW_HERO_0055;morrigan__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__R4.png;data/crops/hero/avatars_inner/29109_Screenshot_2026-03-31-17-47-40-093_com.nexters.herowars__R4.png;
29255_IMG_6294__R1.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/29255_IMG_6294__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/29255_IMG_6294__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/29255_IMG_6294__R1.png;data/crops/hero/avatars_inner/29255_IMG_6294__R1.png;
29255_IMG_6294__R5.png;HW_HERO_0068;astrid_and_lucas__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/29255_IMG_6294__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/29255_IMG_6294__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/29255_IMG_6294__R5.png;data/crops/hero/avatars_inner/29255_IMG_6294__R5.png;
29768_IMG_2174__R3.png;HW_HERO_0064;helios__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/29768_IMG_2174__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/29768_IMG_2174__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/29768_IMG_2174__R3.png;data/crops/hero/avatars_inner/29768_IMG_2174__R3.png;
29768_IMG_2174__R4.png;HW_HERO_0066;faceless__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/29768_IMG_2174__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/29768_IMG_2174__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/29768_IMG_2174__R4.png;data/crops/hero/avatars_inner/29768_IMG_2174__R4.png;
29938_Screenshot_20260406_103711_Hero_Wars__L3.png;HW_HERO_0062;luther__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/29938_Screenshot_20260406_103711_Hero_Wars__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/29938_Screenshot_20260406_103711_Hero_Wars__L3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/29938_Screenshot_20260406_103711_Hero_Wars__L3.png;data/crops/hero/avatars_inner/29938_Screenshot_20260406_103711_Hero_Wars__L3.png;
30350_Screenshot_20260402_175211_Hero_Wars__L5.png;HW_HERO_0055;morrigan__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30350_Screenshot_20260402_175211_Hero_Wars__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30350_Screenshot_20260402_175211_Hero_Wars__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30350_Screenshot_20260402_175211_Hero_Wars__L5.png;data/crops/hero/avatars_inner/30350_Screenshot_20260402_175211_Hero_Wars__L5.png;
30350_Screenshot_20260402_175211_Hero_Wars__R1.png;HW_HERO_0069;aurore__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30350_Screenshot_20260402_175211_Hero_Wars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30350_Screenshot_20260402_175211_Hero_Wars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30350_Screenshot_20260402_175211_Hero_Wars__R1.png;data/crops/hero/avatars_inner/30350_Screenshot_20260402_175211_Hero_Wars__R1.png;
30350_Screenshot_20260402_175211_Hero_Wars__R4.png;HW_HERO_0055;morrigan__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30350_Screenshot_20260402_175211_Hero_Wars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30350_Screenshot_20260402_175211_Hero_Wars__R4.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30350_Screenshot_20260402_175211_Hero_Wars__R4.png;data/crops/hero/avatars_inner/30350_Screenshot_20260402_175211_Hero_Wars__R4.png;
30350_Screenshot_20260402_175211_Hero_Wars__R5.png;HW_HERO_0074;thea__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30350_Screenshot_20260402_175211_Hero_Wars__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30350_Screenshot_20260402_175211_Hero_Wars__R5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30350_Screenshot_20260402_175211_Hero_Wars__R5.png;data/crops/hero/avatars_inner/30350_Screenshot_20260402_175211_Hero_Wars__R5.png;
30628_Screenshot_20260408-071912__L2.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30628_Screenshot_20260408-071912__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30628_Screenshot_20260408-071912__L2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30628_Screenshot_20260408-071912__L2.png;data/crops/hero/avatars_inner/30628_Screenshot_20260408-071912__L2.png;
30628_Screenshot_20260408-071912__R3.png;HW_HERO_0056;isaac__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30628_Screenshot_20260408-071912__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30628_Screenshot_20260408-071912__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30628_Screenshot_20260408-071912__R3.png;data/crops/hero/avatars_inner/30628_Screenshot_20260408-071912__R3.png;
30662_Screenshot_20260415_165146_Hero_Wars__R2.png;HW_HERO_0021;jhu__appearance_02;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30662_Screenshot_20260415_165146_Hero_Wars__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30662_Screenshot_20260415_165146_Hero_Wars__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30662_Screenshot_20260415_165146_Hero_Wars__R2.png;data/crops/hero/avatars_inner/30662_Screenshot_20260415_165146_Hero_Wars__R2.png;
30777_Screenshot_20260416-001522__L1.png;HW_HERO_0057;drayne__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30777_Screenshot_20260416-001522__L1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30777_Screenshot_20260416-001522__L1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30777_Screenshot_20260416-001522__L1.png;data/crops/hero/avatars_inner/30777_Screenshot_20260416-001522__L1.png;
30777_Screenshot_20260416-001522__R3.png;HW_HERO_0054;amira__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30777_Screenshot_20260416-001522__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30777_Screenshot_20260416-001522__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30777_Screenshot_20260416-001522__R3.png;data/crops/hero/avatars_inner/30777_Screenshot_20260416-001522__R3.png;
30832_Screenshot_20260417_170710_com_nexters_herowars_MessagingUnityPlayerActivity__R3.png;HW_HERO_0068;astrid_and_lucas__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/30832_Screenshot_20260417_170710_com_nexters_herowars_MessagingUnityPlayerActivity__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/30832_Screenshot_20260417_170710_com_nexters_herowars_MessagingUnityPlayerActivity__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/30832_Screenshot_20260417_170710_com_nexters_herowars_MessagingUnityPlayerActivity__R3.png;data/crops/hero/avatars_inner/30832_Screenshot_20260417_170710_com_nexters_herowars_MessagingUnityPlayerActivity__R3.png;
31071_Screenshot_2026-04-20-21-53-46-223_com.nexters.herowars__R1.png;HW_HERO_0057;drayne__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/31071_Screenshot_2026-04-20-21-53-46-223_com.nexters.herowars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/31071_Screenshot_2026-04-20-21-53-46-223_com.nexters.herowars__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/31071_Screenshot_2026-04-20-21-53-46-223_com.nexters.herowars__R1.png;data/crops/hero/avatars_inner/31071_Screenshot_2026-04-20-21-53-46-223_com.nexters.herowars__R1.png;
31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__L5.png;HW_HERO_0054;amira__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__L5.png | data/batches/hero_batch_001/crops_dynamic_v1/names/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__L5.png;data/crops/hero/avatars_inner/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__L5.png;
31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R1.png;HW_HERO_0066;faceless__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R1.png | data/batches/hero_batch_001/crops_dynamic_v1/names/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R1.png;data/crops/hero/avatars_inner/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R1.png;
31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R2.png;HW_HERO_0041;phobos__appearance_02;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R2.png | data/batches/hero_batch_001/crops_dynamic_v1/names/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R2.png;data/crops/hero/avatars_inner/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R2.png;
31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R3.png;HW_HERO_0060;cleaver__appearance_01;AMBIGUOUS_DIFFERENT_SOURCES;data/batches/hero_batch_001/crops_dynamic_v1/avatars_full/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/avatars_inner/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R3.png | data/batches/hero_batch_001/crops_dynamic_v1/names/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R3.png;data/crops/hero/avatars_inner/31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R3.png;
