avatar_file;hero_uid;appearance_id;ocr_text;ocr_confidence;ocr_status;screenshot_id;side;slot;label_source;reviewed
31318_Screenshot_2026-04-26-12-52-45-89_b7069e849b44f49c61683e78ed778d97__R3.png;HW_HERO_0060;cleaver__appearance_01;Coupe-chou;0.9999578916148437;HIGH;31318;R;3;human_reviewed_batch_001;1
32240_Screenshot_20260413_000732_Hero_Wars__R1.png;HW_HERO_0061;lara_croft__appearance_01;Lara Croft;0.9935147249487757;HIGH;32240;R;1;human_reviewed_batch_001;1
32626_Screenshot_20260501-151301__R5.png;HW_HERO_0055;morrigan__appearance_01;Morrigan;0.9999795586919329;HIGH;32626;R;5;human_reviewed_batch_001;1
33018_Screenshot_20260503_010810_Hero_Wars__L1.png;HW_HERO_0056;isaac__appearance_01;Isaac;0.9998722634490728;HIGH;33018;L;1;human_reviewed_batch_001;1
33018_Screenshot_20260503_010810_Hero_Wars__R4.png;HW_HERO_0054;amira__appearance_01;Amira;0.9999680660428322;HIGH;33018;R;4;human_reviewed_batch_001;1
33468_IMG_4582__L1.png;HW_HERO_0007;champi_et_gnon__appearance_01;Mushy and Shroom;0.9948059209673202;HIGH;33468;L;1;human_reviewed_batch_001;1
33680_Screenshot_20260519_145831_com_nexters_herowars_MessagingUnityPlayerActivity__L4.png;HW_HERO_0063;alvanor__appearance_01;Alvanor;0.7050370975793675;MEDIUM;33680;L;4;human_reviewed_batch_001;1
33728_Screenshot_20260521_072748_Hero_Wars__L3.png;HW_HERO_0055;morrigan__appearance_01;Morrigan;0.6867553986999448;MEDIUM;33728;L;3;human_reviewed_batch_001;1
33728_Screenshot_20260521_072748_Hero_Wars__R3.png;HW_HERO_0041;phobos__appearance_02;Phobos;0.9999891472482919;HIGH;33728;R;3;human_reviewed_batch_001;1
33849_Hero_Wars_2026-05-17-07-45-45__L3.png;HW_HERO_0057;drayne__appearance_01;Drayne;0.9999515274152554;HIGH;33849;L;3;human_reviewed_batch_001;1
33961_Screenshot_2026-05-23-00-53-53-522_com.nexters.herowars__L3.png;HW_HERO_0065;peppy__appearance_01;Peppy;0.9997146159767352;HIGH;33961;L;3;human_reviewed_batch_001;1
33961_Screenshot_2026-05-23-00-53-53-522_com.nexters.herowars__L5.png;HW_HERO_0055;morrigan__appearance_01;Morrigan;0.9797818456229719;HIGH;33961;L;5;human_reviewed_batch_001;1
33961_Screenshot_2026-05-23-00-53-53-522_com.nexters.herowars__R1.png;HW_HERO_0075;trompelamort__appearance_01;Trompelamort;0.9999770464977643;HIGH;33961;R;1;human_reviewed_batch_001;1
34145_Screenshot_20260519_184844_Hero_Wars__L3.png;HW_HERO_0055;morrigan__appearance_01;Morrigan;0.9999833097902971;HIGH;34145;L;3;human_reviewed_batch_001;1
34333_Screenshot_2026-05-28-22-15-21-583_com.nexters.herowars__L2.png;HW_HERO_0058;cornelius__appearance_01;Cornélius;0.996136891589296;HIGH;34333;L;2;human_reviewed_batch_001;1
34508_Screenshot_20260525_012845_Hero_Wars__L1.png;HW_HERO_0061;lara_croft__appearance_01;Lara Croft;0.9935010440344403;HIGH;34508;L;1;human_reviewed_batch_001;1
34508_Screenshot_20260525_012845_Hero_Wars__L2.png;HW_HERO_0023;juge__appearance_01;Judge;0.999997174462734;HIGH;34508;L;2;human_reviewed_batch_001;1
34508_Screenshot_20260525_012845_Hero_Wars__L5.png;HW_HERO_0056;isaac__appearance_01;Isaac;0.9997821643060455;HIGH;34508;L;5;human_reviewed_batch_001;1
35316_IMG_4656__L3.png;HW_HERO_0041;phobos__appearance_02;Phobos;0.999961017571312;HIGH;35316;L;3;human_reviewed_batch_001;1
35379_A31BEF3C-9F1D-4D7C-AD12-C22FFFC3AE9B__L3.png;HW_HERO_0062;luther__appearance_01;Luther;0.7594535595067468;MEDIUM;35379;L;3;human_reviewed_batch_001;1
35444_IMG_4662__R3.png;HW_HERO_0057;drayne__appearance_01;Drayne;0.999915367301802;HIGH;35444;R;3;human_reviewed_batch_001;1
35456_8AAF3940-A958-4C51-8E39-E57D829FCBDA__L2.png;HW_HERO_0056;isaac__appearance_01;Isaac;0.9996436016826349;HIGH;35456;L;2;human_reviewed_batch_001;1
35456_8AAF3940-A958-4C51-8E39-E57D829FCBDA__L5.png;HW_HERO_0023;juge__appearance_01;Judge;0.9999959482858912;HIGH;35456;L;5;human_reviewed_batch_001;1
35456_8AAF3940-A958-4C51-8E39-E57D829FCBDA__R2.png;HW_HERO_0007;champi_et_gnon__appearance_01;Mushy and Shroom;0.9830286076841405;HIGH;35456;R;2;human_reviewed_batch_001;1
35576_Screenshot_20260609_075918_Hero_Wars__L2.png;HW_HERO_0055;morrigan__appearance_01;Morrigan;0.8857458947821623;HIGH;35576;L;2;human_reviewed_batch_001;1
35576_Screenshot_20260609_075918_Hero_Wars__R2.png;HW_HERO_0041;phobos__appearance_02;Phobos;0.99998603255233;HIGH;35576;R;2;human_reviewed_batch_001;1
36111_Hero_Wars_2026-06-14-06-27-11__R4.png;HW_HERO_0055;morrigan__appearance_01;Morrigan;0.9175108880069979;HIGH;36111;R;4;human_reviewed_batch_001;1
36129_Hero_Wars_2026-06-15-09-10-09__L2.png;HW_HERO_0054;amira__appearance_01;Amira;0.9999842729409785;HIGH;36129;L;2;human_reviewed_batch_001;1
36168_DE167D9D-293E-4B01-913B-DFE26AC97FC6__L5.png;HW_HERO_0054;amira__appearance_01;Amira;0.9999759562471182;HIGH;36168;L;5;human_reviewed_batch_001;1
36184_1610F51E-B3B9-4F19-A124-88CA72E57D62__R3.png;HW_HERO_0059;artemis__appearance_01;Artemis;0.9999708931211356;HIGH;36184;R;3;human_reviewed_batch_001;1
36265_IMG_4806__L3.png;HW_HERO_0041;phobos__appearance_02;Phobos;0.9972221685623889;HIGH;36265;L;3;human_reviewed_batch_001;1
36850_Screenshot_20260609_191547_Hero_Wars__L2.png;HW_HERO_0061;lara_croft__appearance_01;Lara Croft;0.7964297886029009;MEDIUM;36850;L;2;human_reviewed_batch_001;1
36850_Screenshot_20260609_191547_Hero_Wars__R3.png;HW_HERO_0066;faceless__appearance_01;Faceless;0.9999793638819048;HIGH;36850;R;3;human_reviewed_batch_001;1
37053_Screenshot_20260622_211945_Hero_Wars__L5.png;HW_HERO_0023;juge__appearance_01;Judge;0.9994366926104983;HIGH;37053;L;5;human_reviewed_batch_001;1
37110_IMG_7320__L2.png;HW_HERO_0060;cleaver__appearance_01;Coupe-chou;0.9998932756699294;HIGH;37110;L;2;human_reviewed_batch_001;1
37110_IMG_7320__R2.png;HW_HERO_0060;cleaver__appearance_01;Coupe-chou;0.9998665841279912;HIGH;37110;R;2;human_reviewed_batch_001;1
37110_IMG_7320__R3.png;HW_HERO_0031;lilith__appearance_01;Lilith;0.6814514313684826;MEDIUM;37110;R;3;human_reviewed_batch_001;1
37110_IMG_7320__R5.png;HW_HERO_0065;peppy__appearance_01;Peppy;0.999908302837955;HIGH;37110;R;5;human_reviewed_batch_001;1
37640_IMG_4894__L2.png;HW_HERO_0007;champi_et_gnon__appearance_01;Mushy and Shroom;0.8936576407083828;HIGH;37640;L;2;human_reviewed_batch_001;1
37640_IMG_4894__L4.png;HW_HERO_0041;phobos__appearance_02;Phobos;0.9998006555487123;HIGH;37640;L;4;human_reviewed_batch_001;1
38049_Screenshot_2026-07-16-02-59-08-824_com.nexters.herowars__R1.png;HW_HERO_0057;drayne__appearance_01;Drayne;0.9999201367548566;HIGH;38049;R;1;human_reviewed_batch_001;1
38059_Screenshot_20260721_132012_Hero_Wars__R2.png;HW_HERO_0057;drayne__appearance_01;Drayne;0.9999450546305391;HIGH;38059;R;2;human_reviewed_batch_001;1
38083_B636B8D3-B852-4FDA-8049-4181C84F9302__L2.png;HW_HERO_0064;helios__appearance_01;Helios;0.771321517473394;MEDIUM;38083;L;2;human_reviewed_batch_001;1
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L1.png;HW_HERO_0014;folio__appearance_01;Folio;0.9999908836405307;HIGH;38226;L;1;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L2.png;HW_HERO_0030;lian__appearance_01;Lian;0.9959233999252319;HIGH;38226;L;2;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L3.png;HW_HERO_0004;byrna__appearance_01;Byrna;0.9999815007105989;HIGH;38226;L;3;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L4.png;HW_HERO_0024;julius__appearance_01;Julius;0.9999993673291024;HIGH;38226;L;4;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__L5.png;HW_HERO_0049;tempus__appearance_01;Tempus;0.9999631589370589;HIGH;38226;L;5;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R1.png;HW_HERO_0029;leonel__appearance_01;Leonel;0.9939908188186171;HIGH;38226;R;1;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R2.png;HW_HERO_0052;yasmine__appearance_01;Yasmine;0.716179070112916;MEDIUM;38226;R;2;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R3.png;HW_HERO_0039;oya__appearance_01;Oya;0.9997753568984642;HIGH;38226;R;3;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R4.png;HW_HERO_0012;electra_von_grave__appearance_01;Electra von Grave;0.7915035160632098;MEDIUM;38226;R;4;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R5.png;HW_HERO_0004;byrna__appearance_01;Byrna;0.9999728641409087;HIGH;38226;R;5;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L1.png;HW_HERO_0007;champi_et_gnon__appearance_01;Champi et Gnon;0.982736217960711;HIGH;38227;L;1;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L2.png;HW_HERO_0051;xesha__appearance_01;Xe'Sha;0.9996996172058181;HIGH;38227;L;2;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L3.png;HW_HERO_0030;lian__appearance_01;Lian;0.9975923299789429;HIGH;38227;L;3;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L4.png;HW_HERO_0049;tempus__appearance_01;Tempus;0.9999637916131051;HIGH;38227;L;4;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L5.png;HW_HERO_0001;aidan__appearance_01;Aidan;0.711967069457001;MEDIUM;38227;L;5;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R1.png;HW_HERO_0026;kayla__appearance_01;Kayla;0.9999711581507927;HIGH;38227;R;1;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R2.png;HW_HERO_0045;satori__appearance_01;Satori;0.999991580602995;HIGH;38227;R;2;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R3.png;HW_HERO_0014;folio__appearance_01;Folio;0.9999765959930895;HIGH;38227;R;3;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R4.png;HW_HERO_0024;julius__appearance_01;Julius;0.6948556232051449;MEDIUM;38227;R;4;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R5.png;HW_HERO_0048;somna__appearance_01;Somna;0.9999047842061495;HIGH;38227;R;5;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__L1.png;HW_HERO_0018;iris__appearance_01;Iris;0.9982748031616211;HIGH;38228;L;1;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__L2.png;HW_HERO_0017;guus__appearance_01;Guus;0.9999343752861023;HIGH;38228;L;2;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__L3.png;HW_HERO_0001;aidan__appearance_01;Aidan;0.9999760628714502;HIGH;38228;L;3;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__L4.png;HW_HERO_0049;tempus__appearance_01;Tempus;0.999969923699353;HIGH;38228;L;4;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__L5.png;HW_HERO_0012;electra_von_grave__appearance_01;Electra von Grave;0.8234924843298361;MEDIUM;38228;L;5;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R1.png;HW_HERO_0018;iris__appearance_01;Iris;0.9993136525154114;HIGH;38228;R;1;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R2.png;HW_HERO_0052;yasmine__appearance_01;Yasmine;0.9999956294799149;HIGH;38228;R;2;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R3.png;HW_HERO_0004;byrna__appearance_01;Byrna;0.999973770448018;HIGH;38228;R;3;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R4.png;HW_HERO_0042;polaris__appearance_01;Polaris;0.9284671074773787;HIGH;38228;R;4;visual_cluster_and_ocr;0
38228_Screenshot_2026-07-27-01-27-44-005_com.nexters.herowars__R5.png;HW_HERO_0037;octavia__appearance_01;Octavia;0.973823244440304;HIGH;38228;R;5;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L1.png;HW_HERO_0018;iris__appearance_01;Iris;0.9993499517440796;HIGH;38229;L;1;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L2.png;HW_HERO_0034;miu__appearance_01;Miu;0.9999930486261803;HIGH;38229;L;2;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L3.png;HW_HERO_0047;soleil__appearance_02;Soleil;0.9996096736287012;HIGH;38229;L;3;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L4.png;HW_HERO_0012;electra_von_grave__appearance_01;Electra von Grave;0.981815378401662;HIGH;38229;L;4;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L5.png;HW_HERO_0036;nebula__appearance_01;Nébula;0.9998905465962237;HIGH;38229;L;5;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R1.png;HW_HERO_0029;leonel__appearance_01;Leonel;0.9939908188186171;HIGH;38229;R;1;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R2.png;HW_HERO_0052;yasmine__appearance_01;Yasmine;0.716179070112916;MEDIUM;38229;R;2;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R3.png;HW_HERO_0039;oya__appearance_01;Oya;0.9997761139563844;HIGH;38229;R;3;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R4.png;HW_HERO_0004;byrna__appearance_01;Byrna;0.9999892842782089;HIGH;38229;R;4;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R5.png;HW_HERO_0012;electra_von_grave__appearance_01;Electra von Grave;0.7371806456635347;MEDIUM;38229;R;5;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L1.png;HW_HERO_0050;tristan__appearance_01;Tristan;0.8535670676516046;HIGH;38230;L;1;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L2.png;HW_HERO_0009;crow__appearance_01;Crow;0.9999535083770752;HIGH;38230;L;2;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L3.png;HW_HERO_0004;byrna__appearance_01;Byrna;0.9999817672712517;HIGH;38230;L;3;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L4.png;HW_HERO_0017;guus__appearance_01;Guus;0.9978047531254829;HIGH;38230;L;4;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L5.png;HW_HERO_0013;fafnir__appearance_01;Fafnir;0.999989731253542;HIGH;38230;L;5;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R1.png;HW_HERO_0018;iris__appearance_01;Iris;0.9996836185455322;HIGH;38230;R;1;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R2.png;HW_HERO_0012;electra_von_grave__appearance_01;Electra von Grave;0.7418567460049824;MEDIUM;38230;R;2;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R3.png;HW_HERO_0004;byrna__appearance_01;Byrna;0.9999846461257681;HIGH;38230;R;3;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R4.png;HW_HERO_0030;lian__appearance_01;Lian;0.995439350605011;HIGH;38230;R;4;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__R5.png;HW_HERO_0049;tempus__appearance_01;Tempus;0.9999787811423465;HIGH;38230;R;5;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__L1.png;HW_HERO_0045;satori__appearance_01;Satori;0.6987859294258053;MEDIUM;38231;L;1;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__L2.png;HW_HERO_0004;byrna__appearance_01;Byrna;0.9999906703922384;HIGH;38231;L;2;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__L3.png;HW_HERO_0018;iris__appearance_01;Iris;0.9976661205291748;HIGH;38231;L;3;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__L4.png;HW_HERO_0030;lian__appearance_01;Lian;0.9972763308007904;HIGH;38231;L;4;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__L5.png;HW_HERO_0001;aidan__appearance_01;Aidan;0.711967069457001;MEDIUM;38231;L;5;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__R1.png;HW_HERO_0026;kayla__appearance_01;Kayla;0.9999711048385962;HIGH;38231;R;1;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__R2.png;HW_HERO_0014;folio__appearance_01;Folio;0.999991576697443;HIGH;38231;R;2;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__R3.png;HW_HERO_0024;julius__appearance_01;Julius;0.9999985886571049;HIGH;38231;R;3;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__R4.png;HW_HERO_0017;guus__appearance_01;Guus;0.9999361038208008;HIGH;38231;R;4;visual_cluster_and_ocr;0
38231_Screenshot_2026-07-24-23-35-05-086_com.nexters.herowars__R5.png;HW_HERO_0001;aidan__appearance_01;Aidan;0.9999731840140174;HIGH;38231;R;5;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L1.png;HW_HERO_0026;kayla__appearance_01;Kayla;0.9999628947563066;HIGH;38232;L;1;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L2.png;HW_HERO_0044;rufus__appearance_01;Rufus;0.9999933893075612;HIGH;38232;L;2;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L3.png;HW_HERO_0037;octavia__appearance_01;Octavia;0.9999001974109423;HIGH;38232;L;3;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L4.png;HW_HERO_0010;dante__appearance_01;Dante;0.9999865653615687;HIGH;38232;L;4;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L5.png;HW_HERO_0001;aidan__appearance_01;Aidan;0.711967069457001;MEDIUM;38232;L;5;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R1.png;HW_HERO_0018;iris__appearance_01;Iris;0.9996815919876099;HIGH;38232;R;1;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R2.png;HW_HERO_0026;kayla__appearance_01;Kayla;0.9999551644767486;HIGH;38232;R;2;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R3.png;HW_HERO_0042;polaris__appearance_01;Polaris;0.9999876093342314;HIGH;38232;R;3;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R4.png;HW_HERO_0049;tempus__appearance_01;Tempus;0.9999533767805878;HIGH;38232;R;4;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__R5.png;HW_HERO_0001;aidan__appearance_01;Aidan;0.9999729707652796;HIGH;38232;R;5;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L1.png;HW_HERO_0045;satori__appearance_01;Satori;0.8809802046210766;HIGH;38233;L;1;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L2.png;HW_HERO_0014;folio__appearance_01;Folio;0.9999872051067392;HIGH;38233;L;2;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L3.png;HW_HERO_0024;julius__appearance_01;Julius;0.9999973233148184;HIGH;38233;L;3;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L4.png;HW_HERO_0042;polaris__appearance_01;Polaris;0.9068322785096837;HIGH;38233;L;4;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L5.png;HW_HERO_0023;juge__appearance_01;Juge;0.9999985694885254;HIGH;38233;L;5;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R1.png;HW_HERO_0014;folio__appearance_01;Folio;0.9998824995041083;HIGH;38233;R;1;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R2.png;HW_HERO_0037;octavia__appearance_01;Octavia;0.9833286783828751;HIGH;38233;R;2;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R3.png;HW_HERO_0030;lian__appearance_01;Lian;0.9982885122299194;HIGH;38233;R;3;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R4.png;HW_HERO_0024;julius__appearance_01;Julius;0.9999977126509446;HIGH;38233;R;4;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__R5.png;HW_HERO_0042;polaris__appearance_01;Polaris;0.9999951338535366;HIGH;38233;R;5;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__L1.png;HW_HERO_0026;kayla__appearance_01;Kayla;0.8265274449054703;MEDIUM;38234;L;1;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__L2.png;HW_HERO_0042;polaris__appearance_01;Polaris;0.9999972515293261;HIGH;38234;L;2;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__L3.png;HW_HERO_0017;guus__appearance_01;Guus;0.9686627028655408;HIGH;38234;L;3;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__L4.png;HW_HERO_0037;octavia__appearance_01;Octavia;0.9997900278385705;HIGH;38234;L;4;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__L5.png;HW_HERO_0001;aidan__appearance_01;Aidan;0.9999660401783836;HIGH;38234;L;5;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__R1.png;HW_HERO_0018;iris__appearance_01;Iris;0.9992671012878418;HIGH;38234;R;1;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__R2.png;HW_HERO_0037;octavia__appearance_01;Octavia;0.9833286783828751;HIGH;38234;R;2;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__R3.png;HW_HERO_0049;tempus__appearance_01;Tempus;0.9999342504125163;HIGH;38234;R;3;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__R4.png;HW_HERO_0012;electra_von_grave__appearance_01;Electra von Grave;0.7529598249704132;MEDIUM;38234;R;4;visual_cluster_and_ocr;0
38234_Screenshot_20260728_193950_Hero_Wars__R5.png;HW_HERO_0017;guus__appearance_01;Guus;0.9998698234558105;HIGH;38234;R;5;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L1.png;HW_HERO_0051;xesha__appearance_01;Xe'Sha;0.9756322341683773;HIGH;38235;L;1;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L2.png;HW_HERO_0028;kendle__appearance_01;Kendle;0.9999910939321608;HIGH;38235;L;2;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L3.png;HW_HERO_0011;dorian__appearance_02;Dorian;0.9999293836390702;HIGH;38235;L;3;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L4.png;HW_HERO_0012;electra_von_grave__appearance_01;Electra von Grave;0.9000200544027401;HIGH;38235;L;4;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L5.png;HW_HERO_0001;aidan__appearance_01;Aidan;0.9999660401783836;HIGH;38235;L;5;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__R1.png;HW_HERO_0018;iris__appearance_01;Iris;0.9992671012878418;HIGH;38235;R;1;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__R2.png;HW_HERO_0042;polaris__appearance_01;Polaris;0.9998876760356626;HIGH;38235;R;2;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__R3.png;HW_HERO_0012;electra_von_grave__appearance_01;Electra von Grave;0.9840731755541694;HIGH;38235;R;3;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__R4.png;HW_HERO_0004;byrna__appearance_01;Byrna;0.9999851792468674;HIGH;38235;R;4;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__R5.png;HW_HERO_0048;somna__appearance_01;Somna;0.9999123545939813;HIGH;38235;R;5;visual_cluster_and_ocr;0
2819_Screenshot_20250709-175304__R4.png;HW_HERO_0076;chabba__appearance_01;Chabba;0.997525373714041;HIGH;2819;R;4;manual_visual_and_ocr_batch_002;1
