avatar_file;appearance_id;technical_cluster_id;hero_id;ocr_text;ocr_confidence;ocr_status;screenshot_id;side;slot;label_source;reviewed
2809_Screenshot_20250709-175158__L3.png;tristan__appearance_01;6;tristan;Tristan;0.9999843201673558;HIGH;2809;L;3;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L1.png;tristan__appearance_01;6;tristan;Tristan;0.8535670676516046;HIGH;38230;L;1;visual_cluster_and_ocr;0
2801_Screenshot_20250708-120939__R1.png;qing_mao__appearance_01;12;qing_mao;Qing Mao;0.6656587491167032;MEDIUM;2801;R;1;visual_cluster_and_ocr;0
2809_Screenshot_20250709-175158__L1.png;qing_mao__appearance_01;12;qing_mao;Qing Mao;0.7463197656715577;MEDIUM;2809;L;1;visual_cluster_and_ocr;0
2804_Screenshot_20250709-140324__R2.png;rufus__appearance_01;14;rufus;Rufus;0.9999886978452819;HIGH;2804;R;2;visual_cluster_and_ocr;0
38232_Screenshot_2026-07-24-23-30-48-292_com.nexters.herowars__L2.png;rufus__appearance_01;14;rufus;Rufus;0.9999933893075612;HIGH;38232;L;2;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__L4.png;maya__appearance_01;17;maya;Maya;0.9999449253082275;HIGH;2806;L;4;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__R4.png;maya__appearance_01;17;maya;Maya;0.9999351501464844;HIGH;2806;R;4;visual_cluster_and_ocr;0
38226_Screenshot_2026-07-28-03-54-24-668_com.nexters.herowars__R3.png;oya__appearance_01;18;oya;Oya;0.9997753568984642;HIGH;38226;R;3;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__R3.png;oya__appearance_01;18;oya;Oya;0.9997761139563844;HIGH;38229;R;3;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__R5.png;somna__appearance_01;20;somna;Somna;0.9999047842061495;HIGH;38227;R;5;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__R5.png;somna__appearance_01;20;somna;Somna;0.9999123545939813;HIGH;38235;R;5;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__R1.png;cascade__appearance_01;28;cascade;Cascade;0.9999738218442348;HIGH;2805;R;1;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__R1.png;cascade__appearance_01;28;cascade;Cascade;0.9999738218442348;HIGH;2807;R;1;visual_cluster_and_ocr;0
2803_Screenshot_20250709-140336__L2.png;peech__appearance_01;31;peech;Peech;0.9999948287329671;HIGH;2803;L;2;visual_cluster_and_ocr;0
2804_Screenshot_20250709-140324__L2.png;peech__appearance_01;31;peech;Peech;0.9999947754209193;HIGH;2804;L;2;visual_cluster_and_ocr;0
2804_Screenshot_20250709-140324__R3.png;dorian__appearance_01;42;dorian;Dorian;0.9999263662368604;HIGH;2804;R;3;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__R5.png;dorian__appearance_01;42;dorian;Dorian;0.9999758611081432;HIGH;2806;R;5;visual_cluster_and_ocr;0
2802_Screenshot_20250708-120933__R3.png;jorgen__appearance_01;47;jorgen;Jorgen;0.9999982966550706;HIGH;2802;R;3;visual_cluster_and_ocr;0
2809_Screenshot_20250709-175158__R3.png;jorgen__appearance_01;47;jorgen;Jorgen;0.9999982966550706;HIGH;2809;R;3;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__L1.png;orion__appearance_01;49;orion;Orion;0.9999733972627494;HIGH;2805;L;1;visual_cluster_and_ocr;0
2810_Screenshot_20250709-175224__R2.png;orion__appearance_01;49;orion;Orion;0.9999301076600385;HIGH;2810;R;2;visual_cluster_and_ocr;0
2810_Screenshot_20250709-175224__L2.png;lilith__appearance_01;9;lilith;Lilith;0.9065313532314917;HIGH;2810;L;2;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__R3.png;ginger__appearance_01;13;ginger;Ginger;0.9999911912663318;HIGH;2805;R;3;visual_cluster_and_ocr;0
38227_Screenshot_2026-07-28-03-54-03-254_com.nexters.herowars__L1.png;champi_et_gnon__appearance_01;15;champi_et_gnon;Champi et Gnon;0.982736217960711;HIGH;38227;L;1;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__L4.png;ziri__appearance_01;16;ziri;Ziri;0.9999871850013733;HIGH;2805;L;4;visual_cluster_and_ocr;0
2803_Screenshot_20250709-140336__R3.png;soleil__appearance_01;21;soleil;Soleil;0.9998835383719329;HIGH;2803;R;3;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L3.png;soleil__appearance_02;22;soleil;Soleil;0.9996096736287012;HIGH;38229;L;3;visual_cluster_and_ocr;0
2808_Screenshot_20250709-124612__R3.png;sebastien__appearance_01;26;sebastien;Sébastien;0.9988392003735095;HIGH;2808;R;3;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L3.png;dorian__appearance_02;27;dorian;Dorian;0.9999293836390702;HIGH;38235;L;3;visual_cluster_and_ocr;0
38230_Screenshot_2026-07-24-23-36-30-805_com.nexters.herowars__L2.png;crow__appearance_01;32;crow;Crow;0.9999535083770752;HIGH;38230;L;2;visual_cluster_and_ocr;0
38235_Screenshot_20260728_193758_Hero_Wars__L2.png;kendle__appearance_01;36;kendle;Kendle;0.9999910939321608;HIGH;38235;L;2;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__R3.png;phobos__appearance_01;41;phobos;Phobos;0.9973859578382497;HIGH;2806;R;3;visual_cluster_and_ocr;0
38229_Screenshot_2026-07-26-00-58-59-791_com.nexters.herowars__L2.png;miu__appearance_01;44;miu;Miu;0.9999930486261803;HIGH;38229;L;2;visual_cluster_and_ocr;0
2807_Screenshot_20250709-124710__R3.png;corvus__appearance_01;48;corvus;Corvus;0.7805770522824172;MEDIUM;2807;R;3;visual_cluster_and_ocr;0
38233_Screenshot_20260728_194145_Hero_Wars__L5.png;juge__appearance_01;50;juge;Juge;0.9999985694885254;HIGH;38233;L;5;visual_cluster_and_ocr;0
2804_Screenshot_20250709-140324__R4.png;jet__appearance_01;54;jet;Jet;0.9999980040603199;HIGH;2804;R;4;visual_cluster_and_ocr;0
2805_Screenshot_20250709-125031__L3.png;mojo__appearance_01;55;mojo;Mojo;0.9999925494194031;HIGH;2805;L;3;visual_cluster_and_ocr;0
2806_Screenshot_20250709-124954__R1.png;karkh__appearance_01;56;karkh;K'arkh;0.9958119358335148;HIGH;2806;R;1;visual_cluster_and_ocr;0
